timestamp,ros_time,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
1695668703096986112,1695668703192314230,-0.00384127045981586,0.012444965541362762,-0.03142485395073891,-1.5950753688812256,-0.08672626316547394,9.814645767211914
1695668703106551040,1695668703192314230,0.0029823093209415674,0.005221827886998653,-0.03032582998275757,-1.5760051012039185,-0.03753482177853584,9.813664436340332
1695668703116808960,1695668703192314230,0.018436696380376816,0.0068303425796329975,-0.025038715451955795,-1.5705419778823853,-0.02380729466676712,9.810461044311523
1695668703127779072,1695668703192314230,0.0025566541589796543,0.011766424402594566,-0.030246926471590996,-1.533603310585022,0.0161461029201746,9.773524284362793
1695668703137259008,1695668703192314230,0.00862850807607174,0.004448556806892157,-0.02463984116911888,-1.5386009216308594,0.029950672760605812,9.72601318359375
1695668703146572032,1695668703192314230,0.007750303950160742,0.0015225575771182775,-0.022606220096349716,-1.5345017910003662,0.054029181599617004,9.700042724609375
1695668703156577024,1695668703192808397,-0.007332312874495983,-0.0023842311929911375,-0.016662318259477615,-1.5314115285873413,0.07290315628051758,9.698939323425293
1695668703166579968,1695668703192808397,-0.009805829264223576,-0.002524574054405093,-0.011729428544640541,-1.5660444498062134,0.05006633698940277,9.703948020935059
1695668703176439040,1695668703192808397,-0.005316455848515034,0.0015897630946710706,-0.006889126263558865,-1.556228756904602,0.05312931165099144,9.700128555297852
1695668703187073024,1695668703192808397,-0.0028580832295119762,-0.00304000754840672,-0.009399757720530033,-1.5948882102966309,0.0690363198518753,9.686067581176758
1695668703196541184,1695668703196839340,-0.007231391500681639,-0.0012410946656018496,-0.009680704213678837,-1.6034175157546997,0.08541778475046158,9.644336700439453
1695668703206510080,1695668703206924686,-0.003500300459563732,-0.004062044434249401,-0.007055325899273157,-1.6146622896194458,0.08955885469913483,9.611257553100586
1695668703216485888,1695668703217018931,0.007246844470500946,-0.004318709950894117,-0.0015355392824858427,-1.6311861276626587,0.075463205575943,9.586884498596191
1695668703227111936,1695668703229122705,0.004486065357923508,-0.001612742547877133,-0.010250463150441647,-1.6150504350662231,0.058674417436122894,9.584136009216309
1695668703236504064,1695668703237196798,0.0011981343850493431,-0.006157399620860815,0.0019664689898490906,-1.6418207883834839,0.02453077770769596,9.603413581848145
1695668703251090176,1695668703259394829,-0.00961342640221119,0.008310431614518166,0.002876712242141366,-1.6374561786651611,0.005545187275856733,9.647154808044434
1695668703256592128,1695668703259394829,0.0008260096656158566,0.0009797537932172418,0.0046513983979821205,-1.632771611213684,-0.009177859872579575,9.676928520202637
1695668703266458112,1695668703267467511,-0.00307111325673759,0.0011903070844709873,0.009464409202337265,-1.6089398860931396,-0.0470733605325222,9.685991287231445
1695668703276578816,1695668703277555537,0.007943187840282917,0.004795994609594345,0.006501983385533094,-1.5774176120758057,-0.047174982726573944,9.700701713562012
1695668703286535936,1695668703285626548,0.011836359277367592,-0.002293767873197794,0.02056713216006756,-1.554556965827942,-0.050248611718416214,9.711721420288086
1695668703296519168,1695668703298070754,0.0034218011423945427,0.002500266535207629,0.006186549551784992,-1.5155246257781982,-0.05600040405988693,9.716401100158691
1695668703306518016,1695668703306136648,0.006009318400174379,-0.003553604707121849,-0.0006130565889179707,-1.5020254850387573,-0.05667392909526825,9.758047103881836
1695668703316551936,1695668703316219339,0.007664745207875967,0.0032903077080845833,0.006377269979566336,-1.5441659688949585,-0.1049378290772438,9.790818214416504
