x,y,z,intensity,ring,time
-1.596484,4.315856,-1.233014,31.0,0,-0.099479675
-4.99137,13.500664,0.25124484,29.0,8,-0.09947737
-1.9371895,5.242525,-1.2903192,37.0,1,-0.09947507
-4.3536654,11.782121,0.65828174,42.0,9,-0.09947276
-2.43837,6.6023903,-1.3681006,27.0,2,-0.09947046
-4.8267255,13.076378,1.2194831,33.0,10,-0.09946816
-3.2578871,8.830886,-1.4908206,33.0,3,-0.099465854
-4.196039,11.379973,1.4892435,50.0,11,-0.099463545
-4.910681,13.325299,-1.7437067,49.0,4,-0.09946124
-4.375714,11.873648,2.0042386,7.0,12,-0.09945894
-4.2572503,11.564632,2.3954163,17.0,13,-0.09945433
-4.170654,11.341606,2.7898428,9.0,14,-0.099449724
-4.4217787,12.0309925,3.4345288,42.0,15,-0.09944511
-1.5953519,4.3595,-1.2438843,26.0,0,-0.09942438
-4.9520736,13.532165,0.2515241,45.0,8,-0.099422075
-1.9151092,5.2361083,-1.2871699,32.0,1,-0.09941977
-4.405081,12.0504875,0.67241246,13.0,9,-0.09941747
-2.3870132,6.5334115,-1.3520726,31.0,2,-0.09941516
-4.7632856,13.044487,1.214951,19.0,10,-0.09941286
-3.201484,8.767419,-1.4783059,33.0,3,-0.099410556
-4.201833,11.513173,1.5048428,50.0,11,-0.099408254
-4.888236,13.401185,-1.7515063,40.0,4,-0.099405944
-4.4167814,12.11527,2.0424087,15.0,12,-0.09940364
-4.2101364,11.554708,2.3904552,24.0,13,-0.09939904
-4.155679,11.417638,2.8051395,15.0,14,-0.099394426
-4.1474037,11.407271,3.2523203,4.0,15,-0.09938982
-1.5664119,4.324806,-1.2324963,26.0,0,-0.09936909
-4.748253,13.116902,0.24349597,14.0,8,-0.09936678
-1.8683103,5.163965,-1.2678242,25.0,1,-0.099364474
-4.3725004,12.092084,0.67387784,16.0,9,-0.09936217
-2.3680031,6.548677,-1.3535991,31.0,2,-0.09935987
-4.1565785,11.501231,1.0699239,19.0,10,-0.09935756
-3.1547523,8.733952,-1.4707971,37.0,3,-0.09935526
-4.12994,11.440014,1.4933871,36.0,11,-0.099352956
-4.7740507,13.231442,-1.7271326,30.0,4,-0.09935065
-4.3007545,11.926206,2.007993,13.0,12,-0.099348344
-4.284941,11.888856,2.456475,57.0,13,-0.09934374
-4.1092,11.413737,2.8006406,7.0,14,-0.099339135
-4.6907077,13.04322,3.7140534,18.0,15,-0.09933452
-1.5571706,4.346616,-1.2371551,28.0,0,-0.09931379
-4.68761,13.091978,0.24272807,43.0,8,-0.099311486
-1.8463348,5.1594462,-1.2651247,25.0,1,-0.099309176
-4.303363,12.032048,0.66969097,51.0,9,-0.099306874
-2.3358748,6.5310225,-1.3482565,42.0,2,-0.09930457
-4.8152127,13.470596,1.2515564,19.0,10,-0.09930227
-3.1176016,8.726307,-1.4676683,37.0,3,-0.09929996
-4.1073403,11.502966,1.4997243,50.0,11,-0.09929766
-4.7004766,13.171372,-1.7171392,44.0,4,-0.099295355
-4.213975,11.814627,1.9867179,15.0,12,-0.09929305
-4.1550817,11.655937,2.4053383,34.0,13,-0.09928844
-4.386385,12.318386,3.0188432,5.0,14,-0.09928384
-4.582348,12.882962,3.6638427,25.0,15,-0.099279225
-1.5316646,4.3228903,-1.2288729,28.0,0,-0.09925849
-4.831452,13.6436,0.25264105,52.0,8,-0.09925619
-1.8263617,5.1603484,-1.263775,30.0,1,-0.099253885
-4.324608,12.225877,0.6796348,17.0,9,-0.099251576
-2.3078237,6.5243297,-1.3452035,42.0,2,-0.09924927
-4.4301434,12.531187,1.1628319,30.0,10,-0.09924697
-3.0733,8.698025,-1.4610981,40.0,3,-0.09924467
-4.040719,11.442362,1.4899747,52.0,11,-0.09924237
-4.637296,13.13903,-1.7108021,46.0,4,-0.09924006
