x,y,z,intensity,ring,time
-3.9925346,4.9303703,-1.6999235,17.0,0,-0.09866977
-4.768569,5.892897,-1.7501192,17.0,1,-0.09866516
-6.0513477,7.4807973,-1.8703098,20.0,2,-0.09866055
-8.872695,10.976438,-2.2354488,8.0,3,-0.09865595
-21.034458,26.040379,-4.110166,7.0,4,-0.098651335
-37.66642,46.663837,-5.246601,24.0,5,-0.09864673
-21.40446,26.517366,6.624126,24.0,13,-0.09864442
-3.9502332,4.914854,-1.6895708,19.0,0,-0.09861447
-4.7137957,5.8669696,-1.737522,30.0,1,-0.098609865
-40.37555,50.270916,3.3791237,21.0,9,-0.09860756
-5.979642,7.447813,-1.8565717,17.0,2,-0.09860525
-8.748347,10.904108,-2.2141736,8.0,3,-0.09860065
-21.027891,26.218943,-4.1267405,7.0,4,-0.09859604
-21.316954,26.607893,6.6271787,12.0,13,-0.09858913
-3.9113648,4.9014325,-1.6802533,21.0,0,-0.09855918
-4.6606693,5.844594,-1.7258245,33.0,1,-0.09855457
-5.863048,7.35504,-1.828332,27.0,2,-0.09854996
-8.6388445,10.844968,-2.1960273,8.0,3,-0.09854535
-20.921396,26.273552,-4.123815,7.0,4,-0.098540746
-20.621414,25.924671,6.4390407,34.0,13,-0.09853383
-3.872289,4.8856115,-1.6704183,33.0,0,-0.09850388
-4.650943,5.8722377,-1.7294236,38.0,1,-0.09849927
-5.828877,7.3621264,-1.8252789,33.0,2,-0.098494664
-8.557487,10.816235,-2.184451,8.0,3,-0.09849005
-40.654877,51.40416,8.047034,60.0,11,-0.09848775
-19.50178,24.658115,-3.86009,6.0,4,-0.09848545
-21.06452,26.643608,5.379469,11.0,12,-0.098483145
-20.542627,26.002161,6.441331,34.0,13,-0.09847853
-3.840533,4.8786917,-1.6636889,33.0,0,-0.09844858
-4.625418,5.8799715,-1.7271742,35.0,1,-0.09844398
-40.470585,51.46586,3.4312503,23.0,9,-0.09844167
-5.7789483,7.349005,-1.8172649,38.0,2,-0.098439366
-40.393707,51.3866,5.718462,68.0,10,-0.09843706
-8.473969,10.783979,-2.1722493,8.0,3,-0.09843476
-40.47439,51.526196,8.045083,30.0,11,-0.09843246
-19.366543,24.663595,-3.8503404,20.0,4,-0.09843015
-21.157995,26.954721,5.4273376,5.0,12,-0.09842785
-21.71551,27.674892,6.8378315,25.0,13,-0.09842324
-3.805634,4.869237,-1.6559243,31.0,0,-0.098393284
-4.6012683,5.8914733,-1.7258245,38.0,1,-0.09838868
-40.10017,51.362816,3.4150264,69.0,9,-0.09838638
-5.678353,7.273191,-1.7936047,46.0,2,-0.098384075
-40.156487,51.45346,5.71027,68.0,10,-0.098381765
-8.380383,10.741849,-2.1578572,8.0,3,-0.09837946
-19.292543,24.746696,-3.852778,20.0,4,-0.09837486
-20.548937,26.367773,5.2946815,5.0,12,-0.09837255
-3.776772,4.8672285,-1.6507479,33.0,0,-0.09833799
-39.85374,51.379112,1.1349999,26.0,8,-0.09833569
-4.5639586,5.885937,-1.7195259,38.0,1,-0.09833338
-39.87045,51.43776,3.4107347,91.0,9,-0.09833108
-5.6601443,7.3022795,-1.7958944,44.0,2,-0.09832878
-8.283566,10.694511,-2.1425269,8.0,3,-0.098324165
-19.311756,24.950457,-3.8739831,13.0,4,-0.09831956
-20.60667,26.633064,5.3334775,5.0,12,-0.09831726
-39.77579,51.48244,-1.1355932,39.0,7,-0.09830573
-3.7503262,4.86814,-1.6466069,29.0,0,-0.098282695
-39.58385,51.40068,1.1324168,77.0,8,-0.09828039
-4.5267406,5.880215,-1.7132272,45.0,1,-0.09827809
-39.717464,51.611435,3.4130375,23.0,9,-0.09827578
-5.6489897,7.3406615,-1.8004738,33.0,2,-0.09827348
-8.206444,10.671688,-2.1322021,8.0,3,-0.098268874
-21.675163,28.196638,4.3668227,28.0,11,-0.098266564
-19.25236,25.053925,-3.879589,6.0,4,-0.09826426
-19.81863,25.828136,7.5160646,30.0,14,-0.09825274
-39.4279,51.402004,-1.1307763,39.0,7,-0.09825044
-3.6969287,4.8336315,-1.63056,35.0,0,-0.0982274
-39.365334,51.4877,1.1313,51.0,8,-0.098225094
-4.467138,5.8448853,-1.6983805,42.0,1,-0.09822279
-5.6304846,7.369695,-1.8027636,46.0,2,-0.09821818
-8.105614,10.61705,-2.11562,8.0,3,-0.098213576
-21.700657,28.434662,4.3919277,5.0,11,-0.09821127
-19.134691,25.081516,-3.8734956,13.0,4,-0.098208964
-21.218008,27.822395,5.541848,11.0,12,-0.09820666
-39.14212,51.36275,-3.3843572,36.0,6,-0.098199755
-19.694096,25.852205,7.503017,22.0,14,-0.098197445
-39.173126,51.440666,-1.1286122,78.0,7,-0.09819514
-3.683537,4.8511233,-1.632113,31.0,0,-0.098172106
-4.4396396,5.8511295,-1.6956811,42.0,1,-0.098167494
-5.592859,7.3736634,-1.7989473,41.0,2,-0.09816289
-8.02316,10.585461,-2.103731,12.0,3,-0.09815828
-21.689974,28.627327,4.4099646,5.0,11,-0.098155975
-18.610752,24.57215,-3.7847748,13.0,4,-0.09815367
-20.069082,26.507223,5.2658978,10.0,12,-0.09815137
-21.449568,28.340843,6.908812,12.0,13,-0.09814676
-38.90956,51.428997,-3.3797517,73.0,6,-0.09814446
-19.572004,25.878826,7.4908705,2.0,14,-0.098142155
-38.966785,51.54201,-1.1278443,39.0,7,-0.098139845
-3.6642566,4.860866,-1.6310778,33.0,0,-0.09811681
-4.3664265,5.7965465,-1.6754354,45.0,1,-0.098112196
-5.5328393,7.347658,-1.7878804,30.0,2,-0.09810759
-7.931528,10.5407915,-2.089339,12.0,3,-0.09810299
-18.143112,24.129244,-3.7067783,12.0,4,-0.098098375
-19.92896,26.513947,5.2533827,10.0,12,-0.09809607
-38.65784,51.46867,-3.3734713,72.0,6,-0.09808916
-20.27486,27.003565,7.7959037,33.0,14,-0.09808686
-3.6426375,4.8674393,-1.6290071,26.0,0,-0.09806151
-4.33683,5.7992663,-1.6718361,47.0,1,-0.098056905
-5.5012784,7.359066,-1.7859724,38.0,2,-0.09805229
-7.837942,10.492449,-2.0743213,8.0,3,-0.09804769
-20.276917,27.154089,4.161107,37.0,11,-0.09804539
-17.997023,24.109715,-3.694104,25.0,4,-0.09804308
-19.933167,26.713167,5.279038,5.0,12,-0.098040774
-3.616407,4.86772,-1.624866,28.0,0,-0.09800622
-4.3548923,5.866005,-1.6866829,38.0,1,-0.09800161
-5.456838,7.352998,-1.7798663,49.0,2,-0.097997
-7.7683196,10.475319,-2.0655608,8.0,3,-0.09799239
-19.635853,26.48795,4.0485,15.0,11,-0.09799009
-17.828844,24.059145,-3.6767986,18.0,4,-0.097987786
-20.261913,27.35243,5.391358,11.0,12,-0.097985476
-21.088531,28.478706,6.888205,12.0,13,-0.09798087
-3.585634,4.861656,-1.6186544,28.0,0,-0.09795092
-4.307797,5.8450913,-1.6763352,38.0,1,-0.09794631
-5.4113436,7.3451295,-1.773379,55.0,2,-0.097941704
-7.688373,10.443516,-2.0539849,12.0,3,-0.09793709
-41.422073,56.28632,8.580821,40.0,11,-0.09793479
-17.45656,23.72947,-3.6170826,18.0,4,-0.09793249
-19.723309,26.850037,7.6915264,20.0,14,-0.09792097
-3.5549462,4.8554397,-1.6124427,28.0,0,-0.09789562
-4.2954235,5.871101,-1.6794846,42.0,1,-0.09789102
-5.3914647,7.3718996,-1.775287,55.0,2,-0.097886406
-41.103874,56.223057,6.093232,42.0,10,-0.0978841
-7.60292,10.403302,-2.0408442,8.0,3,-0.0978818
-20.13315,27.558884,4.1905994,5.0,11,-0.09787949
-17.181616,23.527351,-3.5771093,11.0,4,-0.09787719
-18.966963,26.010191,7.431933,24.0,14,-0.09786567
-3.5325828,4.8621855,-1.6103721,31.0,0,-0.097840324
-4.2600174,5.8655605,-1.6736358,45.0,1,-0.09783572
-40.796623,56.192944,3.6392334,62.0,9,-0.09783342
-5.351722,7.374133,-1.7710892,55.0,2,-0.097831115
-40.85776,56.31849,6.0873055,42.0,10,-0.097828805
-7.536908,10.392717,-2.0333354,12.0,3,-0.0978265
-21.237206,29.284191,4.4416504,6.0,11,-0.0978242
-16.041447,22.127855,-3.3557944,11.0,4,-0.0978219
-18.852077,26.052704,7.4242845,8.0,14,-0.09781037
-3.5088098,4.865085,-1.6072664,28.0,0,-0.09778503
-40.557835,56.25552,1.2105337,37.0,8,-0.09778273
-4.230513,5.870069,-1.6704865,40.0,1,-0.09778042
-40.552334,56.26859,3.6349418,93.0,9,-0.09777812
-5.3270984,7.3943615,-1.7714708,55.0,2,-0.09777582
-20.290867,28.17542,3.0377262,28.0,10,-0.097773515
-7.459034,10.361252,-2.022072,12.0,3,-0.097771205
-21.129723,29.36184,4.4416504,6.0,11,-0.0977689
-15.830408,22.006018,-3.328496,38.0,4,-0.0977666
-21.304981,29.616282,5.778377,6.0,12,-0.0977643
-19.743303,27.48583,7.813,12.0,14,-0.09775508
-3.4895577,4.874161,-1.6062311,26.0,0,-0.097729735
-40.27213,56.25149,1.2075669,100.0,8,-0.09772743
-4.175867,5.834939,-1.6565396,45.0,1,-0.09772513
-40.41611,56.49426,3.640385,31.0,9,-0.09772282
-5.312677,7.42888,-1.775287,52.0,2,-0.09772052
-20.237589,28.309286,3.0445244,14.0,10,-0.09771822
-7.389024,10.336112,-2.0123732,12.0,3,-0.097715914
-15.688117,21.961472,-3.3138714,44.0,4,-0.0977113
-19.541529,27.365908,5.3259683,16.0,12,-0.097709
-18.604143,26.082058,7.3963904,2.0,14,-0.097699784
-40.101376,56.24078,-1.205682,46.0,7,-0.09769748
-3.4442708,4.84477,-1.5927725,26.0,0,-0.09767444
-40.026863,56.32328,1.206101,72.0,8,-0.097672135
-4.1329007,5.8177075,-1.6475415,42.0,1,-0.09766983
-5.276643,7.4304504,-1.7714708,49.0,2,-0.09766522
-7.338034,10.340899,-2.0083058,12.0,3,-0.097660616
-19.780859,27.885878,4.1979117,5.0,11,-0.097658314
-15.503422,21.863888,-3.29096,44.0,4,-0.097656004
-20.272942,28.600737,5.552486,5.0,12,-0.0976537
-19.565832,27.613373,6.5783315,11.0,13,-0.0976491
-39.803104,56.19514,-3.608983,44.0,6,-0.09764679
-18.501732,26.130928,7.3918915,31.0,14,-0.097644486
-39.840103,56.28902,-1.2037274,45.0,7,-0.09764218
-3.4365141,4.8715677,-1.5974313,21.0,0,-0.097619146
-4.102462,5.817764,-1.6434923,36.0,1,-0.097614534
-5.2516365,7.452949,-1.772234,60.0,2,-0.09760993
-7.269381,10.324116,-1.9998584,12.0,3,-0.09760532
-19.99883,28.402727,4.2651834,11.0,11,-0.097603016
-15.340177,21.794495,-3.272436,44.0,4,-0.09760071
-19.315916,27.453192,5.316582,16.0,12,-0.0975984
-15.743109,22.383554,-2.3941681,3.0,5,-0.0975961
-39.534874,56.252403,-3.603331,44.0,6,-0.0975915
-19.11048,27.201538,7.6748796,23.0,14,-0.097589195
-39.64569,56.431015,-1.2037972,45.0,7,-0.097586885
-3.4061902,4.864545,-1.5912195,21.0,0,-0.09756385
-4.0945187,5.851921,-1.6488912,40.0,1,-0.097559236
-5.1895795,7.4197545,-1.7600222,49.0,2,-0.09755463
-7.203878,10.307328,-1.9917238,12.0,3,-0.09755002
-19.894588,28.475842,4.2651834,5.0,11,-0.09754772
-15.218132,21.790361,-3.2634177,49.0,4,-0.097545415
-15.799454,22.631147,-2.414737,3.0,5,-0.09754081
-18.904833,27.089367,6.4211044,11.0,13,-0.0975385
-39.30855,56.347485,-3.6006095,43.0,6,-0.0975362
-3.3969076,4.8875084,-1.594843,12.0,0,-0.09750855
-4.046275,5.826164,-1.6376437,36.0,1,-0.097503945
-5.151335,7.4200845,-1.7558244,49.0,2,-0.09749933
-7.1385775,10.290214,-1.9835892,12.0,3,-0.09749473
-18.79169,27.0982,4.0489874,10.0,11,-0.09749243
-15.130673,21.827034,-3.2609801,49.0,4,-0.09749012
-19.771534,28.532425,5.498046,5.0,12,-0.097487815
-18.631296,26.896967,6.3600454,11.0,13,-0.09748321
-3.3710513,4.8866143,-1.5907019,12.0,0,-0.09745326
-4.000473,5.803351,-1.6272959,36.0,1,-0.09744865
-5.133201,7.4493356,-1.7584958,46.0,2,-0.09744404
-7.0846868,10.28904,-1.9785833,12.0,3,-0.09743943
-18.540545,26.936335,4.015108,20.0,11,-0.09743713
-15.06001,21.887896,-3.262199,60.0,4,-0.097434826
-19.306875,28.070686,5.3960514,5.0,12,-0.09743252
-18.617386,27.078318,6.387522,11.0,13,-0.09742791
-3.2546518,4.7532988,-1.5435969,21.0,0,-0.09739796
-3.9548829,5.7802877,-1.6169481,38.0,1,-0.09739335
-5.0894313,7.4412813,-1.7523898,46.0,2,-0.097388744
-20.39144,29.825588,3.1609645,7.0,10,-0.09738644
-7.0465016,10.310445,-1.9779577,12.0,3,-0.09738413
-18.735308,27.423782,4.0779924,5.0,11,-0.09738183
-15.011508,21.98131,-3.2682922,44.0,4,-0.09737953
-18.438065,27.008928,5.1795454,10.0,12,-0.097377226
