x,y,z,intensity,ring,time
-3.078394,4.782226,-1.5239266,35.0,0,-0.099537134
-3.842626,5.974034,-1.6398932,40.0,1,-0.09953253
-19.385862,30.15027,1.878547,4.0,9,-0.09953022
-4.852344,7.5467105,-1.7439942,44.0,2,-0.09952792
-18.420929,28.660505,2.9807262,20.0,10,-0.099525616
-6.8763633,10.70282,-2.0148761,16.0,3,-0.09952331
-20.099522,31.296215,4.566932,6.0,11,-0.099521
-14.590377,22.72683,-3.316065,16.0,4,-0.0995187
-17.943987,27.961372,5.262143,5.0,12,-0.0995164
-17.264013,26.912127,6.215031,21.0,13,-0.09951179
-3.0356815,4.7522426,-1.5109856,32.0,0,-0.099481836
-3.7777143,5.918419,-1.6209973,40.0,1,-0.09947723
-19.284803,30.224485,1.8789656,8.0,9,-0.09947493
-4.8154135,7.547051,-1.7401782,41.0,2,-0.09947262
-18.337912,28.751518,2.9835155,27.0,10,-0.09947032
-6.7964854,10.660129,-2.0023613,12.0,3,-0.099468015
-18.251143,28.63752,4.169638,5.0,11,-0.09946571
-14.747733,23.149298,-3.3701751,16.0,4,-0.0994634
-20.465023,32.136017,6.0343037,6.0,12,-0.0994611
-2.9973555,4.7285447,-1.5001153,37.0,0,-0.099426545
-3.7372212,5.900289,-1.6124492,36.0,1,-0.09942193
-41.815777,66.04385,4.0966496,96.0,9,-0.09941963
-4.7869406,7.5604954,-1.7394148,46.0,2,-0.09941733
-18.5443,29.300215,3.0337172,7.0,10,-0.09941502
-6.667352,10.538554,-1.9751418,20.0,3,-0.09941272
-18.164871,28.722866,4.1728067,10.0,11,-0.099410415
-14.657286,23.18554,-3.3679814,11.0,4,-0.09940811
-19.14962,30.315138,6.969871,12.0,13,-0.0994012
-2.981859,4.7406144,-1.5006329,30.0,0,-0.09937125
-41.513004,66.02371,1.3613226,100.0,8,-0.099368945
-3.6886017,5.868752,-1.6003017,34.0,1,-0.099366635
-18.272182,29.083231,1.800043,4.0,9,-0.09936433
-4.766785,7.5871344,-1.7417046,44.0,2,-0.09936203
-18.295685,29.131924,3.0096622,7.0,10,-0.09935973
-6.5507,10.434616,-1.9513638,32.0,3,-0.09935742
-13.5751915,21.640707,-3.1366735,5.0,4,-0.099352814
-17.937742,28.606298,5.347869,5.0,12,-0.09935051
-19.014496,30.335218,6.9591856,25.0,13,-0.0993459
-41.334183,66.02023,-1.3596123,60.0,7,-0.09933899
-2.9663167,4.7526326,-1.5011505,27.0,0,-0.09931595
-41.27277,66.15293,1.3610084,58.0,8,-0.09931365
-3.6320014,5.8237176,-1.5845551,40.0,1,-0.099311344
-18.113503,29.05531,1.7943908,4.0,9,-0.099309035
-4.7361193,7.5970626,-1.7401782,44.0,2,-0.09930673
-18.374079,29.484755,3.0394692,21.0,10,-0.09930443
-6.4828997,10.40712,-1.9419776,40.0,3,-0.09930213
-17.994333,28.897844,4.179875,5.0,11,-0.099299826
-12.857586,20.656563,-2.9875054,5.0,4,-0.099297516
-17.85447,28.69558,5.352875,11.0,12,-0.099295214
-41.020584,65.97926,-4.0716333,59.0,6,-0.0992883
-41.033848,66.051994,-1.3573085,60.0,7,-0.099283695
-2.9090219,4.697263,-1.480445,27.0,0,-0.09926065
-3.5952425,5.8098474,-1.5773568,40.0,1,-0.099256046
-18.020367,29.131952,1.7952281,4.0,9,-0.099253744
-4.6279783,7.4816484,-1.7100304,30.0,2,-0.09925144
-6.438226,10.416243,-1.9394747,36.0,3,-0.09924683
-17.839085,28.87267,4.1672006,10.0,11,-0.09924453
-12.747844,20.640518,-2.9787307,15.0,4,-0.099242225
-17.8175,28.860254,5.37196,16.0,12,-0.099239916
-18.534182,30.032839,6.859966,12.0,13,-0.09923531
-40.722897,66.01327,-4.0649343,59.0,6,-0.09923301
-2.8794603,4.685991,-1.4737157,30.0,0,-0.09920536
-3.5596466,5.797451,-1.5706083,38.0,1,-0.09920075
-17.903948,29.170845,1.7937628,24.0,9,-0.099198446
-4.6182675,7.524528,-1.7161362,30.0,2,-0.09919614
-18.596016,30.310293,3.1111114,7.0,10,-0.09919384
-6.368783,10.384766,-1.9294629,40.0,3,-0.09919153
-17.756876,28.965225,4.1715884,5.0,11,-0.09918923
-12.651866,20.64596,-2.9731247,25.0,4,-0.09918693
-17.716658,28.92227,5.37196,11.0,12,-0.099184625
-18.420013,30.08228,6.8565307,37.0,13,-0.09918001
-40.465122,66.11071,-4.0622125,59.0,6,-0.09917771
-2.8610754,4.6927137,-1.4726803,32.0,0,-0.09915006
-3.5292478,5.7931995,-1.5661093,42.0,1,-0.09914546
-17.876816,29.355984,1.8012992,45.0,9,-0.09914315
-4.588912,7.535572,-1.7149915,52.0,2,-0.099140845
-17.758694,29.173502,2.9880474,41.0,10,-0.09913854
-6.1517687,10.109932,-1.874398,41.0,3,-0.09913624
-12.550841,20.64251,-2.9663002,20.0,4,-0.09913163
-17.659702,29.056532,5.3854136,11.0,12,-0.09912933
-18.30979,30.13801,6.8546233,25.0,13,-0.099124715
-2.8256783,4.6712666,-1.4628453,35.0,0,-0.09909476
-3.4918687,5.777131,-1.558461,44.0,1,-0.09909016
-17.721502,29.319384,1.7954373,24.0,9,-0.09908786
-4.5239983,7.487692,-1.7004899,41.0,2,-0.09908555
-17.77521,29.431437,3.008093,14.0,10,-0.099083245
-6.1133804,10.12627,-1.8734595,24.0,3,-0.09908094
-12.217243,20.252748,-2.9041467,14.0,4,-0.09907633
-17.84895,29.588531,5.4730167,11.0,12,-0.09907403
-2.800407,4.6661944,-1.4581866,32.0,0,-0.09903947
-3.458658,5.765282,-1.5521622,42.0,1,-0.09903486
-18.50448,30.857569,1.8856647,21.0,9,-0.09903256
-4.471587,7.459657,-1.6905679,49.0,2,-0.099030256
-6.0422015,10.08379,-1.8618832,32.0,3,-0.099025644
-12.119418,20.24206,-2.8968344,4.0,4,-0.09902104
