x,y,z,intensity,ring,time
-1.3121351,4.2572274,-1.1936734,30.0,0,-0.09949875
-4.0423174,13.123451,0.23969135,45.0,8,-0.09949645
-1.5365337,4.991479,-1.2057376,31.0,1,-0.099494144
-3.8470702,12.497331,0.6852871,27.0,9,-0.099491835
-1.8848068,6.1266575,-1.2459828,39.0,2,-0.09948953
-3.8643706,12.569133,1.1504558,33.0,10,-0.09948723
-2.5644026,8.346082,-1.3828808,37.0,3,-0.09948493
-3.7322187,12.154402,1.5611464,18.0,11,-0.09948262
-3.6642895,11.940607,-1.5336039,19.0,4,-0.099480316
-3.5281332,11.4969225,1.9047463,15.0,12,-0.099478014
-7.429032,24.223629,-2.2167192,10.0,5,-0.09947571
-3.6566763,11.930646,2.425564,2.0,13,-0.0994734
-3.5433705,11.575381,2.794792,58.0,14,-0.0994688
-4.21087,13.764532,3.8569214,24.0,15,-0.099464186
-1.2995179,4.269175,-1.195744,30.0,0,-0.09944345
-4.031971,13.245827,0.24168092,79.0,8,-0.09944115
-1.5222402,5.004005,-1.2075372,30.0,1,-0.099438846
-3.838857,12.62725,0.6916721,47.0,9,-0.099436544
-1.8759664,6.1745257,-1.2543784,42.0,2,-0.099434234
-3.8702514,12.746502,1.1654465,33.0,10,-0.09943193
-2.542449,8.373443,-1.3860096,37.0,3,-0.09942963
-3.6878545,12.153415,1.5594403,12.0,11,-0.09942733
-3.592415,11.846312,-1.5199546,14.0,4,-0.09942502
-3.5022995,11.556431,1.912568,48.0,12,-0.099422716
-7.355397,24.285645,-2.220031,10.0,5,-0.09942041
-3.6045697,11.90137,2.4171684,25.0,13,-0.09941811
-9.699978,32.107574,8.987233,23.0,15,-0.099408895
-1.2714417,4.2272115,-1.182803,31.0,0,-0.09938816
-3.9166298,13.030015,0.23749235,55.0,8,-0.09938585
-1.490188,4.960763,-1.1958399,31.0,1,-0.09938355
-3.7797267,12.582525,0.68853194,16.0,9,-0.099381246
-1.8503985,6.1637897,-1.2509438,31.0,2,-0.09937894
-3.8829272,12.942468,1.1821805,16.0,10,-0.099376634
-2.5052643,8.355777,-1.3816295,37.0,3,-0.09937433
-3.7610753,12.552231,1.6089193,40.0,11,-0.09937203
-3.4303167,11.455627,-1.468282,16.0,4,-0.09936973
-3.46056,11.556626,1.9106908,41.0,12,-0.09936742
-6.2318125,20.824514,-1.9017383,5.0,5,-0.099365115
-3.5680695,11.930807,2.420603,31.0,13,-0.09936281
-3.465055,11.601099,2.7952418,28.0,14,-0.09935821
-9.583497,32.106247,8.977916,23.0,15,-0.0993536
-1.2522794,4.2168083,-1.1786621,31.0,0,-0.09933286
-3.875679,13.050598,0.23763196,42.0,8,-0.09933056
-1.4692924,4.9507318,-1.1922406,28.0,1,-0.09932825
-3.7323778,12.584152,0.6879039,8.0,9,-0.09932595
-1.8182722,6.1344466,-1.2436931,37.0,2,-0.099323645
-3.8371563,12.954033,1.1820061,35.0,10,-0.09932134
-2.4427547,8.246608,-1.3622315,37.0,3,-0.09931903
-3.754931,12.684551,1.6242748,30.0,11,-0.09931673
-3.4255369,11.579247,-1.4826626,24.0,4,-0.09931443
-3.4089952,11.530749,1.9044335,46.0,12,-0.09931213
-6.0591645,20.507938,-1.8708851,2.0,5,-0.099309824
-3.5501833,12.016003,2.4354863,20.0,13,-0.099307515
-4.296852,14.561919,3.5051873,17.0,14,-0.09930291
-9.536344,32.36002,9.039515,8.0,15,-0.0992983
-1.2355685,4.211669,-1.1760738,30.0,0,-0.09927756
-1.4520032,4.95583,-1.1922406,26.0,1,-0.09927296
-19.030857,64.99623,3.5493202,28.0,9,-0.09927065
-1.7830229,6.089571,-1.2333894,28.0,2,-0.09926835
-3.8411813,13.127311,1.1966484,24.0,10,-0.099266045
-2.4128468,8.251292,-1.3616058,37.0,3,-0.09926374
-3.72065,12.731878,1.628662,26.0,11,-0.09926144
-3.3494787,11.469183,-1.4670632,28.0,4,-0.09925913
-3.3858836,11.601363,1.9141324,15.0,12,-0.09925683
-6.043322,20.720234,-1.8883163,5.0,5,-0.099254526
-3.496671,11.988744,2.4274724,17.0,13,-0.099252224
-9.285499,31.877804,7.665432,25.0,14,-0.09924761
-23.598553,81.06827,-1.473786,63.0,7,-0.09924531
-9.398513,32.30778,9.015703,7.0,15,-0.09924301
-1.2206618,4.218025,-1.1765914,31.0,0,-0.099222265
-3.8089333,13.161857,0.23916778,3.0,8,-0.09921996
-1.4254925,4.9290433,-1.1845922,31.0,1,-0.09921766
-4.2522078,14.7128315,0.8026243,2.0,9,-0.09921536
-1.7356335,6.0093017,-1.215835,30.0,2,-0.099213056
-3.8029897,13.175756,1.199786,57.0,10,-0.09921075
-2.361786,8.187956,-1.3497167,37.0,3,-0.099208444
-3.7069964,12.851598,1.6423115,38.0,11,-0.09920614
-3.2346492,11.221395,-1.4339148,16.0,4,-0.09920384
-3.336073,11.580841,1.9088136,3.0,12,-0.09920153
-5.7085996,19.829836,-1.805344,5.0,5,-0.09919923
-3.4445672,11.973177,2.421748,25.0,13,-0.099196926
-9.189578,31.984673,7.6829786,23.0,14,-0.099192314
-1.2069907,4.2259755,-1.1776267,31.0,0,-0.099166974
-1.4079503,4.9361095,-1.1850421,33.0,1,-0.09916236
-3.786655,13.275571,0.7234923,21.0,9,-0.09916006
-1.718412,6.02854,-1.2185063,20.0,2,-0.09915776
-3.5664752,12.520211,1.1389512,33.0,10,-0.099155456
-2.3342698,8.199951,-1.3503424,37.0,3,-0.099153146
-3.6783328,12.9300165,1.6505985,42.0,11,-0.099150844
-3.285079,11.547658,-1.4741317,24.0,4,-0.09914854
-3.5203388,12.382851,2.0389671,35.0,12,-0.09914624
-5.665477,19.94164,-1.813711,2.0,5,-0.09914393
-3.3968506,11.9643545,2.41755,28.0,13,-0.09914163
-22.998486,81.05888,-4.4157944,63.0,6,-0.099139325
-3.3361547,11.758382,2.821786,31.0,14,-0.09913702
-1.1788126,4.179753,-1.1636505,42.0,0,-0.099111676
-3.9751656,14.10429,0.25578249,87.0,8,-0.099109374
-1.3847069,4.916366,-1.1791934,39.0,1,-0.09910707
-3.7523603,13.322659,0.7253764,3.0,9,-0.09910476
-1.6356463,5.8112063,-1.1734754,17.0,2,-0.09910246
-3.5200844,12.514707,1.1373824,38.0,10,-0.09910016
-2.306532,8.205744,-1.3500296,31.0,3,-0.099097855
-3.6198695,12.886721,1.6435301,54.0,11,-0.099095546
-3.2134864,11.439999,-1.4590199,24.0,4,-0.09909324
-3.475522,12.381143,2.036777,39.0,12,-0.09909094
-5.4604807,19.465384,-1.7687386,2.0,5,-0.09908864
-3.3529196,11.960429,2.4144971,46.0,13,-0.09908633
-3.3197515,11.85007,2.841132,33.0,14,-0.099081725
-8.3861,29.975006,8.340185,13.0,15,-0.09907712
-1.1799748,4.2376094,-1.1786621,31.0,0,-0.09905638
-3.9519558,14.202162,0.2573183,24.0,8,-0.099054076
-1.367875,4.9190536,-1.1787435,33.0,1,-0.09905177
-3.8806927,13.964935,0.75960416,1.0,9,-0.09904947
-1.6379164,5.8941536,-1.1891217,29.0,2,-0.09904716
-3.4726973,12.505196,1.135465,60.0,10,-0.09904486
-2.2560678,8.129596,-1.3362634,28.0,3,-0.09904256
-3.595679,12.965606,1.652061,54.0,11,-0.099040255
-3.1539147,11.380366,-1.4500016,18.0,4,-0.099037945
-3.4175227,12.339895,2.0280166,37.0,12,-0.09903564
-5.3618717,19.360498,-1.7575827,2.0,5,-0.09903334
-3.3430843,12.079333,2.4362495,28.0,13,-0.09903104
-3.2866755,11.891638,2.8483303,60.0,14,-0.09902643
-8.220757,29.784353,8.279104,19.0,15,-0.09902182
-1.13703,4.139246,-1.1501919,32.0,0,-0.09900109
-3.816605,13.903475,0.2516637,38.0,8,-0.09899878
-1.3434771,4.897488,-1.1724449,37.0,1,-0.098996475
-3.7463844,13.666352,0.7426473,33.0,9,-0.09899417
-1.6142192,5.8884745,-1.186832,29.0,2,-0.09899187
-3.4358706,12.542221,1.1377311,55.0,10,-0.09898956
-2.1838615,7.9773793,-1.3099824,21.0,3,-0.09898726
-3.5498776,12.976163,1.6518172,38.0,11,-0.09898496
-3.0476913,11.148123,-1.4190468,22.0,4,-0.098982655
-3.3666155,12.323167,2.0233238,61.0,12,-0.09898035
-3.2957313,12.071989,2.4324331,5.0,13,-0.09897574
-3.3891778,12.431353,2.974753,54.0,14,-0.098971136
-8.139076,29.894882,8.30188,40.0,15,-0.098966524
-1.1291431,4.1674294,-1.1569211,37.0,0,-0.09894579
-3.7664845,13.910921,0.251559,12.0,8,-0.09894349
-1.3233184,4.890862,-1.1697454,30.0,1,-0.09894118
-3.751833,13.876005,0.75332385,31.0,9,-0.098938875
-1.570095,5.810958,-1.1700408,26.0,2,-0.09893657
-3.4024658,12.592606,1.1412172,55.0,10,-0.09893427
-2.096268,7.7637324,-1.2736895,27.0,3,-0.09893197
-3.4952555,12.953977,1.64743,42.0,11,-0.09892966
-3.0418355,11.281357,-1.434646,30.0,4,-0.09892736
-3.3199782,12.321493,2.0211337,43.0,12,-0.098925054
-5.3697934,19.942823,-1.8069128,10.0,5,-0.09892275
-3.2677894,12.144654,2.444645,15.0,13,-0.09892044
-3.377639,12.561667,3.0030966,22.0,14,-0.09891584
-8.0041065,29.809305,8.270305,39.0,15,-0.098911226
-1.1053877,4.1398106,-1.1481214,30.0,0,-0.09889049
-1.3063889,4.899445,-1.1706454,41.0,1,-0.09888589
-3.641809,13.667721,0.7412866,15.0,9,-0.098883584
-1.5427228,5.793908,-1.1654614,24.0,2,-0.098881274
-3.3619244,12.626171,1.1431347,33.0,10,-0.09887897
-2.0738952,7.7942705,-1.277444,30.0,3,-0.09887667
-3.465603,13.033846,1.6559607,18.0,11,-0.09887437
-2.9795635,11.213772,-1.4246527,35.0,4,-0.09887206
-3.2758121,12.337396,2.0217593,45.0,12,-0.098869756
-5.209284,19.63307,-1.7771056,14.0,5,-0.09886745
-3.2323089,12.190708,2.451514,63.0,13,-0.09886515
-3.2936459,12.430798,2.968904,39.0,14,-0.09886054
-7.924945,29.952358,8.30188,20.0,15,-0.098855935
-1.0690724,4.0634985,-1.125863,36.0,0,-0.0988352
