x,y,z,intensity,ring,time
-0.56471485,4.023245,-1.088593,45.0,0,-0.099491835
-0.6528083,4.662679,-1.0869635,30.0,1,-0.09948723
-0.7696762,5.5044227,-1.0803605,34.0,2,-0.09948262
-0.9684196,6.9434037,-1.110372,26.0,3,-0.099478014
-1.3080057,9.4021635,-1.1655585,39.0,4,-0.0994734
-2.0451682,14.719835,-1.3001894,20.0,5,-0.0994688
-0.5522396,4.036676,-1.0916989,36.0,0,-0.09943654
-0.632593,4.630064,-1.0788652,26.0,1,-0.09943193
-0.7560281,5.547926,-1.0883746,34.0,2,-0.09942732
-0.9451208,6.944619,-1.110059,28.0,3,-0.099422716
-1.2824243,9.447759,-1.1706771,37.0,4,-0.0994181
-1.9854839,14.66568,-1.2947857,38.0,5,-0.0994135
-0.53706074,4.02508,-1.0880753,28.0,0,-0.099381246
-0.6097447,4.58202,-1.0671679,33.0,1,-0.099376634
-0.7404698,5.5718102,-1.0925723,29.0,2,-0.09937203
-0.9374863,7.0732045,-1.1300827,30.0,3,-0.09936742
-1.2416356,9.393138,-1.1633649,41.0,4,-0.09936281
-1.929855,14.63894,-1.2918224,36.0,5,-0.0993582
-0.51733583,3.9887059,-1.0777225,29.0,0,-0.09932595
-0.60150516,4.6440306,-1.0811148,28.0,1,-0.099321336
-0.71576893,5.5413866,-1.0860848,37.0,2,-0.09931673
-8.251694,63.971622,5.64316,32.0,10,-0.09931443
-0.91609615,7.111858,-1.1357143,30.0,3,-0.09931212
-1.2068157,9.381664,-1.161415,45.0,4,-0.099307515
-1.8609946,14.507255,-1.2796206,28.0,5,-0.09930291
-4.213865,32.93999,-1.74038,6.0,6,-0.0992983
-0.5048592,4.0019875,-1.0808283,27.0,0,-0.09927065
-0.57548153,4.5746646,-1.0644684,30.0,1,-0.099266045
-0.689813,5.4912567,-1.0757812,39.0,2,-0.09926143
-0.8740801,6.9778085,-1.1138135,30.0,3,-0.09925683
-1.1766024,9.41951,-1.1655585,46.0,4,-0.09925222
-1.7906178,14.355495,-1.2656757,32.0,5,-0.09924761
-4.0887566,32.873234,-1.7360885,19.0,6,-0.099243
-0.48524505,3.9577057,-1.068405,29.0,0,-0.09921535
-0.5602177,4.5824485,-1.0658182,31.0,1,-0.09921075
-10.085711,82.61844,4.361993,53.0,9,-0.099208444
-0.6680224,5.4721947,-1.0715834,34.0,2,-0.09920614
-0.856399,7.0357223,-1.1225739,30.0,3,-0.09920153
-1.137977,9.376266,-1.1597089,46.0,4,-0.099196926
-1.7392946,14.35177,-1.2648041,24.0,5,-0.099192314
-3.8870153,32.167538,-1.6980927,6.0,6,-0.09918771
-0.4675432,3.9267645,-1.0596052,28.0,0,-0.09916006
-0.5435325,4.578571,-1.0644684,30.0,1,-0.09915545
-7.8572392,66.28635,3.4982402,26.0,9,-0.099153146
-0.6496113,5.480342,-1.0727283,27.0,2,-0.099150844
-0.82094294,6.9464674,-1.107869,23.0,3,-0.09914623
-1.1045413,9.374266,-1.1589775,39.0,4,-0.09914163
-1.6500798,14.025324,-1.2355198,24.0,5,-0.099137016
-3.777257,32.202732,-1.699244,12.0,6,-0.09913241
-0.45538425,3.941806,-1.0632287,31.0,0,-0.09910476
-0.5224175,4.535913,-1.0541207,31.0,1,-0.09910016
-7.622141,66.281624,3.4965656,26.0,9,-0.09909785
-0.63496166,5.521584,-1.0803605,29.0,2,-0.099095546
-0.78611386,6.8570523,-1.0931642,30.0,3,-0.09909094
-1.0632488,9.303118,-1.1497154,37.0,4,-0.09908633
-1.5900465,13.934001,-1.2269785,28.0,5,-0.099081725
-3.6097488,31.73151,-1.673704,23.0,6,-0.09907711
-0.44269976,3.9529705,-1.0658169,28.0,0,-0.099049464
-0.50939053,4.5628867,-1.0599694,36.0,1,-0.09904486
-0.6035087,5.4145007,-1.05899,22.0,2,-0.09904025
-0.75999033,6.840122,-1.0900354,45.0,3,-0.09903564
-1.0142287,9.142836,-1.1294852,35.0,4,-0.09903103
-1.5221242,13.765199,-1.211639,20.0,5,-0.09902643
-3.4910774,31.672451,-1.6699358,29.0,6,-0.09902182
-0.42395446,3.902562,-1.0518407,30.0,0,-0.09899417
-0.493626,4.558738,-1.0586197,25.0,1,-0.09898956
-0.57795244,5.3462048,-1.0452517,24.0,2,-0.09898496
-0.73031795,6.777793,-1.0797108,30.0,3,-0.098980345
-0.97031313,9.019831,-1.1138859,43.0,4,-0.09897574
-1.4913337,13.908844,-1.223841,34.0,5,-0.09897113
-3.386035,31.683853,-1.6699358,17.0,6,-0.098966524
-0.4047412,3.8443885,-1.0357939,36.0,0,-0.098938875
-0.47627205,4.539031,-1.0536706,28.0,1,-0.09893426
-0.5659487,5.4027643,-1.055937,24.0,2,-0.09892966
-0.7082495,6.784106,-1.0803366,33.0,3,-0.098925054
-0.9357383,8.993547,-1.1102298,41.0,4,-0.09892044
-1.4172107,13.644197,-1.2001345,20.0,5,-0.09891584
-0.3872115,3.8054173,-1.0249234,35.0,0,-0.09888358
-0.4564919,4.5018897,-1.0446726,30.0,1,-0.09887897
-0.5399668,5.3343887,-1.0421988,25.0,2,-0.09887436
-0.6784199,6.7256093,-1.0706376,27.0,3,-0.098869756
-0.8926274,8.880225,-1.0958493,46.0,4,-0.098865144
