x,y,z,intensity,ring,time
-2.6696398,4.682273,-1.4442104,31.0,0,-0.099099874
-16.920853,29.689474,0.59648836,20.0,8,-0.09909757
-3.2797534,5.7570252,-1.5296671,42.0,1,-0.09909527
-17.103651,30.022425,1.8108243,12.0,9,-0.09909296
-4.217373,7.405846,-1.6566037,49.0,2,-0.09909066
-16.40296,28.815836,2.9008915,13.0,10,-0.099088356
-5.7589426,10.121119,-1.8443626,28.0,3,-0.09908605
-6.9180603,12.163147,1.7181141,42.0,11,-0.099083744
-10.209758,17.950521,-2.5356138,4.0,4,-0.09908144
-7.1769376,12.623425,2.2998998,12.0,12,-0.09907914
-16.734747,29.48245,-0.5917413,23.0,7,-0.09906762
-2.64173,4.669243,-1.437481,27.0,0,-0.09904458
-16.757328,29.630547,0.59418464,20.0,8,-0.099042274
-3.238588,5.728851,-1.5193194,40.0,1,-0.09903997
-16.980417,30.037249,1.8083122,8.0,9,-0.09903767
-4.196652,7.426629,-1.6581303,52.0,2,-0.09903536
-16.38962,29.015802,2.915534,13.0,10,-0.09903306
-5.6884437,10.074794,-1.8324735,40.0,3,-0.099030755
-6.8835382,12.196396,1.7195766,2.0,11,-0.09902845
-9.990156,17.700766,-2.4956405,4.0,4,-0.09902614
-16.485025,29.220423,5.3137665,5.0,12,-0.09902384
-16.732567,29.695517,-1.7863309,20.0,6,-0.09901693
-24.893028,44.196033,-0.88539547,16.0,7,-0.09901232
-2.5921872,4.6173334,-1.4188461,33.0,0,-0.098989286
-42.58546,75.886375,1.5189179,63.0,8,-0.098986976
-3.2186208,5.737859,-1.5188695,40.0,1,-0.09898467
-16.90575,30.150337,1.811557,37.0,9,-0.09898237
-4.0980687,7.308646,-1.6287457,47.0,2,-0.09898007
-16.357607,29.184696,2.9270387,6.0,10,-0.09897776
-5.655005,10.0936,-1.8324735,40.0,3,-0.09897546
-6.680105,11.928181,1.6786286,24.0,11,-0.098973155
-9.806134,17.517277,-2.4649296,4.0,4,-0.09897085
-7.227821,12.916771,2.3443272,17.0,12,-0.09896854
-16.608671,29.681202,-2.9756713,29.0,5,-0.09896624
-16.63888,29.759556,-1.7868544,27.0,6,-0.09896164
-2.5657144,4.6077876,-1.413152,31.0,0,-0.09893399
-3.141727,5.646883,-1.4918754,32.0,1,-0.098929375
-16.844078,30.287718,1.8162673,34.0,9,-0.09892707
-4.0639424,7.3074665,-1.6253111,55.0,2,-0.09892477
-16.350494,29.412275,2.9441211,20.0,10,-0.09892247
-5.6005497,10.078744,-1.8262162,28.0,3,-0.09892016
-6.879401,12.385268,1.7395632,40.0,11,-0.09891786
-9.631219,17.34661,-2.4361684,4.0,4,-0.098915555
-16.36019,29.478153,5.339735,11.0,12,-0.09891325
-16.50012,29.730286,-2.9747996,23.0,5,-0.09891095
-25.837276,46.592506,-2.7921236,18.0,6,-0.09890634
-24.380348,44.001423,-0.8780655,16.0,7,-0.098901734
-2.5272014,4.576129,-1.4007287,42.0,0,-0.09887869
-16.523811,29.932829,0.59680253,8.0,8,-0.09887639
-3.138,5.686822,-1.4995238,30.0,1,-0.098874085
-17.010283,30.839506,1.8457847,34.0,9,-0.098871775
-4.038411,7.321607,-1.6253111,55.0,2,-0.09886947
-16.170776,29.329588,2.930176,19.0,10,-0.09886717
-5.602516,10.165705,-1.8384181,24.0,3,-0.09886487
-6.6541386,12.078848,1.6932528,54.0,11,-0.098862566
-9.432727,17.129723,-2.40107,4.0,4,-0.09886026
-6.8050284,12.362958,2.235136,2.0,12,-0.098857954
-24.54645,44.63135,-2.669448,15.0,6,-0.09885104
-24.139942,43.928528,-0.87492406,15.0,7,-0.098846436
-2.5075016,4.578145,-1.3986582,39.0,0,-0.09882339
-16.396185,29.948223,0.5959648,4.0,8,-0.09882109
-3.0872564,5.641329,-1.484677,34.0,1,-0.09881879
-16.63511,30.409824,1.8165812,21.0,9,-0.098816484
-4.011889,7.3339367,-1.6249295,49.0,2,-0.09881418
-16.718287,30.57458,3.048708,7.0,10,-0.09881187
-5.378459,9.840262,-1.776157,19.0,3,-0.09880957
-6.422535,11.755333,1.6447488,40.0,11,-0.09880727
-9.280579,16.993551,-2.3774273,8.0,4,-0.098804966
-6.763722,12.390106,2.2357616,38.0,12,-0.098802656
-25.270363,46.329895,-2.765746,18.0,6,-0.09879575
-6.414249,11.764567,3.0935268,23.0,14,-0.09879344
-23.896513,43.84747,-0.871643,15.0,7,-0.09879114
-2.4951925,4.5936604,-1.4007287,31.0,0,-0.0987681
-3.052674,5.624666,-1.4774785,37.0,1,-0.09876349
-16.326942,30.095531,1.7943908,12.0,9,-0.098761186
-4.004986,7.38241,-1.6325619,36.0,2,-0.098758884
-15.724382,28.996902,2.885901,12.0,10,-0.09875658
-5.3685546,9.904129,-1.7842916,27.0,3,-0.09875427
-6.377677,11.770701,1.6437739,12.0,11,-0.09875197
-9.136124,16.868744,-2.355491,8.0,4,-0.09874967
-6.3916836,11.821168,3.102525,37.0,14,-0.09873815
-23.771822,43.983395,-0.87269014,15.0,7,-0.09873584
-2.4654012,4.5768304,-1.3929642,33.0,0,-0.0987128
-43.393345,80.59014,1.5976632,63.0,8,-0.0987105
-2.997003,5.5683637,-1.4599323,48.0,1,-0.0987082
-16.208534,30.12772,1.7929255,28.0,9,-0.09870589
-3.9010577,7.2511163,-1.600506,39.0,2,-0.098703586
-15.647608,29.09723,2.890433,19.0,10,-0.09870128
-5.354529,9.961086,-1.7911749,31.0,3,-0.09869898
-6.2613807,11.653002,1.6242748,50.0,11,-0.09869667
-8.990775,16.739641,-2.333067,8.0,4,-0.09869437
-6.269675,11.6782,2.099351,6.0,12,-0.09869207
-6.3338075,11.812491,3.0944266,40.0,14,-0.09868285
-23.58413,44.002666,-0.87143356,15.0,7,-0.09868055
-2.4403064,4.5683694,-1.3877878,34.0,0,-0.0986575
-2.9692879,5.563319,-1.4558831,39.0,1,-0.0986529
-16.96433,31.78472,1.8881769,4.0,9,-0.0986506
-3.8831167,7.2785454,-1.6035589,47.0,2,-0.09864829
-15.557186,29.172773,2.8925245,6.0,10,-0.098645985
-5.260254,9.868155,-1.7711512,38.0,3,-0.09864368
-6.287879,11.800924,1.641824,58.0,11,-0.09864138
-8.833367,16.585203,-2.3072307,8.0,4,-0.09863907
-6.224411,11.686724,2.0971608,20.0,12,-0.09863677
-6.919074,13.001933,2.8628983,20.0,13,-0.098632164
-23.845863,44.828663,-2.6610742,15.0,6,-0.09862986
-6.324553,11.8947525,3.1101732,9.0,14,-0.09862755
-23.545113,44.28191,-0.87541276,16.0,7,-0.09862525
